Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Marker,Marker Color,Location,Latitude,Longitude,Overlay,Overlay Transparency,GeoJSON Overlay,GeoJSON Feature Properties
Sate Apaleh,https://www.youtube.com/embed/Z1gYvvI8p3E,"Source: ""Sate Matang Apa Leh Grugok"" (2017), a film by Falava TV",https://youtu.be/Z1gYvvI8p3E,"Sate Apaleh merupakan sate daging sapi dan kambing khas Bireuen. Dagingnya yang gurih dan empuk membuat hidangan ini sekilas mirip dengan sate matang. Akan tetapi, ada sedikit perbedaannya, yaitu pada kuah supnya terdapat tulang dan campuran lemak kambing ataupun sapi. Jika makan sate kambing, maka disediakan minuman jus timun. Jika makan sate sapi, silakan memilih sendiri aneka minuman segar yang tersedia. <br><br>Adapun bahan utama yang perlu disiapkan adalah, 500 gr daging kambing dipotong dadu 1.5 cm, 500 gr daging kambing dipotong dadu 1.5 cm, 3 sdm minyak goreng, 1 batang serse digeprek, 3 sdm kecap manis, 2 sdm kecap asin, 2 sdm gula merah, 1 sdt garam dan100 ml air. <br>Berikut bahan untuk bumbu ungkep yang perlu disiapkan adalah, 7 buah cabai rawit merah, 5 butir bawang merah, 2 siung bawang putih, 2 butir kemiri, 2 cm jahe, 2 cm kunyit dan 2 cm lengkuas. <br>Adapun bahan yang perlu disiapkan untuk saus kacang adalah, 50 gr cabai bubuk, 3 sdm gula merah, 2 siung bawang putih, 1 sdm minyak goreng, 3 lembar daun jeruk, 2 lembar daun salam, 1 batang serai digeprek, 5 cm kayu manis, 150 g kacang tanah sangrai dan dicincang kasar, 350 ml santan, 1 sdt garam dan 3 sdm kecap manis. <br>Serta bahan yang perlu disiapkan untuk kuah sup adalah, 500 gr tulang iga dan lemak kulit, 1 sdm minyak goreng, 3 cm kayu manis, 3 butir bawang merah iris, 2 siung bawang putih iris, 2 cm jahe digeprek, 2 cm lengkuas digeprek, 2 lembar daun salam, 2 lembar daun jeruk, 1 batang serai, 1½ sdt kapulaga, 1 sdt merica hitam bulat digiling, 1 sdt ketumbar bubuk, 1.5 L air kaldu sapi, 2 sdt garam, 1 sdt gula, 1 batang daun bawang iris dan 3 batang daun seledri iris. <br><br>Adapun cara pengolahannya adalah sebagai berikut: <br>1. Pembuatan saus kacang: Haluskan cabai bubuk, gula merah, dan bawang putih. Tumis bumbu halus dengan daun jeruk, daun salam, serai, dan kayu manis hingga harum. Masukkan kacang, aduk rata. Tuang santan dan garam. Masak sambil diaduk rata hingga mengental. Tambahkan kecap manis. Masak sampai matang. <br>2. Pembuatan sup: Panaskan minyak dalam panci. Tumis kayu manis, bawang merah, bawang putih, jahe, lengkuas, daun salam, daun jeruk, serai, kapulaga, merica hitam, dan ketumbar. Masukkan tulang dan lemak daging. Masak sambil diaduk rata hingga harum. Tuang kaldu, tambahkan garam dan gula. Masak sambil diaduk, didihkan hingga matang. Masukkan daun bawang dan daun seledri, matikan api. Sisihkan. <br>3. Pembuatan bumbu ungkep: Panaskan minyak dalam wajan. Tumis bumbu ungkep dan serai hingga harum. Masukkan daging, kecap manis, kecap asin, gula merah, dan garam. Aduk rata. Tuang air, aduk rata. Kecilkan api, masak hingga air mengering dan bumbu meresap. <br>4. Pembuatan sate apaleh: Tusuk potongan daging dengan tusuk sate. Sisihkan bumbu untuk olesan. Bakar di atas api sambil diolesi sisa bumbu ungkep. Angkat. Sajikan sate hangat dengan nasi panas, saus kacang dan kuah sup tulang. <br><br>Sate Apaleh ini bisa ditemukan di salah satu tempat seperti di <a href='https://g.page/sate-apaleh-geurugok?share' target='_blank'>Sate Apaleh Geurugok</a> di Jl. Medan-Banda Aceh, Desa Keude Lapang, Kecamatan Gandapura, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,red,"Jl. Medan-Banda Aceh, Desa Keude Lapang, Kecamatan Gandapura, Kabupaten Bireuen, Aceh, Indonesia.","5,23354907","96,890638",,,,
Mie Kocok,media/bireuen/miekocok.png,Screenshot of linked Google Maps,https://goo.gl/maps/BtJmuF3pTcBYVZ3RA,"Mie Kocok menjadi salah satu makanan khas Geureugok, Bireuen. Mie kocok ini disajikan dengan suwiran ayam, lalu dicampurkan dengan kuah kental yang khas dan berbeda dari daerah lain serta diberikan perasan jeruk nipis dan sambal cabe. Yang menarik dari mie kocok geureugok ini adalah warungnya berdekatan dengan warung sate apaleh. Mi kocok geurugok ada dua jenis, yakni mi kocok biasa dan spesial. Untuk yang spesial sajiannya beda, yakni banyak potongan ayam dan memakai potongan hati ayam bakar. Sementara mie kocok biasa hanya menyajikan potongan atau suwiran ayam dengan jumlah sedikit. <br><br>Adapun bahan-bahan yang digunakan adalah sebagai berikut, mie basah kuning dan putih, tauge, suwiran ayam, kentang rebus yang dipotong dadu, daun bawang, bawang goreng, kaldu ayam, tepung maizena, cengkih, pala, bawang putih, bawang merah, merica, jahe, garam, kaldu bubuk dan air secukupnya. <br><br>Adapun proses penyajiannya yaitu: <br>1. Seduh mi dengan air panas, lalu tiriskan. <br>2. Rendam tauge dengan air panas, tiriskan. <br>3. Rebus ayam yang sudah dibersihkan terlebih dahulu, masak hingga matang, lalu di suwir-suwir. <br>4. Didihkan kaldu bekas rebusan ayam bersama cengkih dan pala. <br>5. Haluskan bawang putih, bawang merah, merica dan jahe, tumis hingga harum. <br>6. Tambahkan garam dan kaldu bubuk sesuai selera. <br>7. Masukkan larutan tepung maizena sedikit demi sedikit, masak hingga kuah mendidih rata. <br>8. Tata mi, tauge, suwiran ayam, irisan daun bawang, potongan kentang dan bawang goreng. Kemudian siram dengan kuah panas. <br>9. Sajikan selagi hangat. <br><br>Mie Kocok ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/ARzHFPB7kqaTA1KF9' target='_blank'>Mie Kocok Ajo Geureugok</a> di Jl. Medan-Banda Aceh, Desa Keude Lapang, Kecamatan Gandapura, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,red,"Jl. Medan-Banda Aceh, Desa Keude Lapang, Kecamatan Gandapura, Kabupaten Bireuen, Aceh, Indonesia.","5,23335211","96,8902882",,,,
Mie Pangsit,media/bireuen/miepangsit.png,Screenshot of linked Google Maps,https://goo.gl/maps/pu4hCcKrwN4QMoRZ6,"Mie Pangsit merupakan kuliner khas Kota Juang, Kabupaten Bireuen. Kota Juang dikenal sebagai kota Tionghoa, jadi tak heran jika kuliner ini berasal dari keturunan Cina. Sejak 40 tahun lalu, mie pangsit ini dikenal sebagai menu sarapan pagi. Namun sekarang, kuliner ini sudah dimodifikasi dan disesuaikan dengan lidah penduduk lokal sehingga melahirkan rasa baru serta dapat dinikmati di sore maupun malam hari yang di sebut Mie Pangsit Bireuen. <br><br>Adapun bahan utama yang perlu disiapkan adalah, tepung terigu, air abu, telur ayam dan margarin. <br>Serta bahan pelengkap yang perlu disiapkan adalah, daging ayam digiling atau haluskan, minyak goreng, bawang merah, cabai merah, cabai rawit, daun seledri, daun bawang dan tauge jika diperlukan. <br><br>Adapun proses penyajiannya yaitu: <br>1. Pembuatan mie: Campurkan tepung dengan telur, margarine, dan air abu. Aduk hingga merata. Giling adonan tepung. Potong-potong halus hingga menjadi mi. Rebus mi dengan air panas, tiriskan. Tuangkan dalam baskom kecil dan tambahkan minyak goreng. <br>2. Pembuatan mie kocok: Mie kocok yang sudah diberi minyak goreng, diaduk dan dituangkan ke piring. Tambahkan tauge yang telah direbus. Tambahkan acar bawang merah campur cuka dan cabai rawit. Tambah daging ayam yang telah direbus dan dihaluskan. Untuk rasa pedas tambah cabai merah yang telah dihaluskan dan telah dimasak. Taburkan daun seledri dan daun bawang yang telah dicincang halus. Siramkan kuah sup dan hidangkan. <br><br>Mie Pangsit ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/fG6AzocihvDkFNxX6' target='_blank'>Mie Kocok Apilin</a> di Jl. Yoesoef Bahroen, Desa Geudong Geudong, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,red,"Jl. Yoesoef Bahroen, Desa Geudong Geudong, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.","5,20405207","96,7052846",,,,
Mie Liempak,media/bireuen/mieliempak.png,Screenshot of linked Google Maps,https://goo.gl/maps/HHwFgYQqLW9CRTwVA,"Mie Liempak atau mie tiaw merupakan kuliner khas Bireuen. mie liempak juga merupakan makanan keturunan Tionghoa, karena mienya terbuat dari beras. Toping yang biasa ditambahkan di Mie Lampak adalah udang, telur, sayur sayuran dan juga tauge. br><br>Adapun bahan utama yang perlu disiapkan adalah, ¼ kg mie tiaw, bakso ikan/ayam/daging, sawi hijau, tauge, daun bawang, 2 butir telur, kecap manis dan saus tiram. <br>Serta bahan untuk bumbu halus yang perlu disiapkan adalah, 3 siung bawang merah, 10 buah cabe merah, 5 siung bawang putih dan 3 kemiri. <br><br>Adapun cara pembuatannya adalah sebagai berikut: <br>1. Cuci mie tiaw terlebih dulu dan tiriskan. <br>2. Haluskan semua bahan bumbu halus. Tumis hingga harum. <br>3. Masukkan bakso, sawi hijau, tauge, dan telur. Aduk dan tumis hingga layu. <br>4. Masukkan mie tiaw. Tambahkan garam dan gula secukupnya. <br>5. Setelah matang, sajikan dengan taburan bawang goreng dan daun bawang. <br><br>Mie Liempak ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/tFDkKUCEBm9Sj2ju9' target='_blank'>Warung Mie Liempak</a> di Jl. Mawar, Kota Bireun, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,red,"Jl. Mawar, Kota Bireun, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.","5,20227287","96,704806",,,,
Bakso Gatok,media/bireuen/baksogatok.png,Screenshot of linked Google Maps,https://goo.gl/maps/PqNhyBcnUCPTGfMMA,"Bakso Gatok merupakan kuliner khas Kutablang, Kabupaten Bireun. Bakso ini sebenarnya sama dengan bakso-bakso pada umumnya yang sering kita makan. Namun yang membuat beda bakso ini dikarenakan ditambahkannya sumsum tulang lembu serta lemak bercampur daging ke dalam kuah bakso. Daging yang digunakan adalah daging lembu, kemudian daging lembu tersebut digiling dan diolah hingga menjadi bakso. Cara makannya juga unik, tidak cukup dengan garpu dan sendok, tapi perlu pipet untuk menghirup cairan sumsum yang terletak di bagian dalam tulang. <br><br>Adapun bahan utama yang perlu disiapkan adalah, 500 gr daging lembu giling, 1 butir telur ayam, ¼ gr bawang putih dihaluskan, 100 gr tepung kanji, 50 gr es batu dan 1 sdt lada putih bubuk. <br>Berikut bahan yang perlu disiapkan untuk kuah bakso adalah, 1 buah balungan kaki lembu, ¼ kg bawang putih dihaluskan, 1 sdt lada putih bubuk, 1 sdt pala bubuk, 1 sdm penyedap rasa sapi, 1 sdm garam,1 sdm gula dan 3 L air untuk kuah. <br>Serta bahan pelengkap yang perlu disiapkan adalah, 1 bungkus bihun rebus, daun seledri, bawang merah goreng dan kecap manis. <br><br>Adapun proses penyajiannya yaitu: <br>1. Pembuatan bakso: Campur daging lembu giling, es batu, telur dan bumbu. Haluskan menggunakan food processor. Tambahkan tepung kanji sedikit-sedikit sambil diaduk rata. Tuang adonan ke dalam wadah. Ambil satu sendok makan adonan, bentuk bulat dan masukkan bakso ke dalam air yang sedang mendidih. Biarkan hingga terapung (tandanya bakso sudah matang). Angkat, tiriskan. Lakukan hal yang sama hingga adonan habis. <br>2. Pembuatan kuah bakso: Masukkan penyedap rasa dan semua bumbu kuah. Masak dan rebus bersama balungan kaki sapi. Rebus agak lama hingga menjadi kaldu. <br>3. Pembuatan Bakso Gatok: Siapkan rebusan bihun didalam mangkuk. Tambahkan seledri, bawang goreng, bakso, sumsum tulang lembu serta lemak bercampur daging ke dalam kuah bakso. Hidangkan beserta saus tomat, kecap dan sambal. <br><br>Bakso Gatok ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/AeHoX6E5HnBECiW28' target='_blank'>Bakso Gatok Kutablang</a> di Jl. Medan-Banda Aceh, Desa Kulu Kuta, Kecamatan Kuta Blang, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,red,"Jl. Medan-Banda Aceh, Desa Kulu Kuta, Kecamatan Kuta Blang, Kabupaten Bireuen, Aceh, Indonesia.","5,21108801","96,8304581",,,,
Rujak Manis,media/bireuen/rujakmanis.png,Screenshot of linked Google Maps,https://goo.gl/maps/j4iu4iUKqqukt8FJ9,"Rujak Manis merupakan panganan rujak segar khas Kuta Blang, Bireuen. Rujak khas Bireun yang sangat nikmat karena buah-buahan yang digunakan adalah buah-buahan yang dipetik langsung dari pohonnya, dan kemudian buah-buahan tersebut ditambah dengan sambal rujak pedas manis. Bahan-bahan yang digunakan memang relatif sama seperti pembuatan rujak pada umumnya. Rujak manis ini cocok sekali disantap saat waktu istirahat anda pada siang hari, karena rujak ini dipercaya mampu mengobati rasa lelah setelah anda bekerja. <br><br>Adapun bahan-bahan yang diperlukan adalah sebagai berikut, larutan gula pasir, 2 buah mentimun, 1 buah bengkuang, ½ buah nanas, ¼ bagian pepaya, 1 buah mangga dan 3 buah sawo. <br>Untuk bumbunya, diperlukan bahan-bahan berikut, cabai rawit 5 biji atau atur sesuai level pedas yang diinginkan, garam secukupnya, gula aren secukupnya, asam jawa 1 biji dan irisan mangga kuini. <br><br>Adapun cara pengolahannya yaitu: <br>1. Kupas semua buah, lalu cuci bersih. Tiriskan. Kemudian dicincang kecil atau diserut halus. <br>2. Masukkan kedalam baskom, lalu ditambahkan dengan campuran bumbu yang sudah dihaluskan. <br>3. Tambahkan larutan gula pasir dan air secukupnya. Aduk rata, lalu siap dihidangkan. <br><br>Rujak Manis ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/HUVgy72V9uo6dEDs8' target='_blank'>Warkop Rujak Manis Kutablang</a> di Jl. Water Intake Blangme, No. 153, Desa Kulu Kuta, Kecamatan Kuta Blang, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,purple,"Jl. Water Intake Blangme, No. 153, Desa Kulu Kuta, Kecamatan Kuta Blang, Kabupaten Bireuen, Aceh, Indonesia.","5,21070503","96,8287953",,,,
Pulot Ijo,media/bireuen/pulutijo.png,Source: The Atjeh Today (2021),https://www.theatjehtoday.com/2021/10/mencicipi-pulot-ijo-bireuen-kuliner_0425572834.html,"Pulot Ijo atau ketan hijau merupakan peunajoh khas Bireuen. Pulot ijo termasuk kedalam kategori kue basah, akan tetapi panganan ini harus melalui proses pembakaran. Hal ini menjadikan pulot ijo beraroma harum dan bercita rasa manis. Sebelum dibakar, Pulot Ijo akan dicampur dengan pati pandan sehingga memberi warna hijau alami. Ketika dimasak aroma harum dari daun pandan pun akan tercium dengan jelas. Tak memandang cuaca terik ataupun hujan, kue basah satu ini cocok dijadikan hidangan pencuci mulut yang gurih dengan ditemani kopi maupun air tebu. <br><br>Adapun bahan yang diperlukan adalah, 1 kg beras ketan, ½ bagian santan kelapa, 3 lembar daun pandan, 3 sdm minyak makan, daun pisang dan garam secukupnya. <br><br>Adapun cara pengolahannya yaitu: <br>1. Cuci bersih ketan, tiriskan. Lalu masukkan ke dalam panci. <br>2. Masukan santan, garam dan sari pati daun pandan yang sudah dihaluskan dan disaring sebelumnya. Aduk hingga santan menyusut. <br>3. Setelah santan menyusut, masukkan ketan kedalam dandang yang sudah disiapkan terlebih dahulu. Lalu kukus hingga ketan masak. <br>4. Setelah matang, dinginkan. Kemudian ketan dibungkus menggunakan daun pisang. <br>5. Panggang pulot menggunakan arang. Sembari dibakar, lapisan daun pisang diolesi minyak makan. <br>6. Sajikan apabila pulot sudah matang dan bungkusan daun pisang sudah hitam kecokelatan. <br><br>Pulot Ijo ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/GNPeZtEcqTJhJfxw8' target='_blank'>Warung Kak Er</a> di Desa Cot Gapu, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,purple,"Desa Cot Gapu, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.","5,21004382","96,7233535",,,,
Nagasari,media/bireuen/nagasari.png,Source: Deni Andrian (2018),https://budaya-indonesia.org/Nagasari-Cipuga,"Nagasari merupakan peunajoh sejenis kue yang terbuat dari tepung beras, tepung sagu, santan, dan gula yang diisi pisang. Ciri khas nagasari Bireuen adalah dibungkus dengan daun pisang yang sudah berwarna hijau gelap, dibungkus menyerupai bungkusan nasi, tapi dalam wujud sangat kecil. Serta nagasarinya berwarna hijau dan biasanya dihidangkan dalam keadaan dingin. Di dalam nagasari ditaruh pisang raja yang sudah matang buahnya. Pembuatan kue nagasari ini dimulai pada saat terjadinya konflik beberapa tahun yang lalu. Waktu itu, kue nagasari ini hanya dibuat khusus untuk dijual di warung saja salah satunya di warung kopi. <br><br>Adapun bahan yang diperlukan adalah, 75 gr tepung sagu, 500 gr tepung beras, 300 gr gula pasir, 1 sdt garam, 5 lembar daun pandan diikat simpul, 2 L santan dari 1,5 kelapa, 4-5 buah pisang raja yang dikukus sebentar dan potong-potong daun pisang. <br><br>Adapun cara pengolahannya yaitu: <br>1. Cairkan tepung beras dengan sebagian santan, sisihkan. <br>2. Rebus sisa santan bersama daun pandan dan garam. Masukkan cairan tepung beras dan gula pasir. Aduk sampai kental. Angkat, lalu masukkan tepung sagu sedikit demi sedikit sambil diaduk cepat. <br>3. Ambil selembar daun pisang, letakkan 1 sdm adonan tepung. Beri sepotong pisang, tutup lagi dengan adonan tepung. Bungkus lalu lipat kedua ujungnya. <br>4. Kukus hingga matang selama 30 menit. Angkat dan sajikan. <br><br>Nagasari ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/ArVXncc1M4GBvGx17' target='_blank'>Toko Cipuga Baru Kak Ramlah</a> di Jl. Ps. Ikan lama No.1, Kota Bireun, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,purple,"Jl. Ps. Ikan lama No.1, Kota Bireun, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.","5,20190277","96,7042211",,,,
Keripik Sukun,media/bireuen/sukun.png,Source: Redaksi Bisnis UKM (2013),https://bisnisukm.com/kelangkaan-keripik-sukun-di-kabupaten-bireuen.html,"Keripik Sukun panganan khas Bireuen. Keripik sukun adalah makanan yang terbuat dari sukun yang diiris tipis kemudian digoreng sampai kering dan renyah. Memiliki cita rasa asin beraroma bawang yang gurih dan tekstur yang renyah, membuat keripik sukun menjadi produk unggulan yang banyak dicari para konsumen. Pemilihan buah sukun juga ada standarnya, tidak terlalu tua karena teksturnya akan lembek dan tidak juga terlalu muda karena teksturnya akan sangat keras dan meninggalkan keras dan rasa pahit. <br><br>Adapun bahan yang diperlukan adalah, 1 buah sukun yang matang pas, bawang putih, perisa keripik, air, garam secukupnya dan minyak goreng secukupnya. <br><br>Adapun cara pengolahannya yaitu: <br>1. Kupas sukun, cuci bersih lalu iris tipis-tipis dengan pola sesuai keinginan. Semakin tipis irisan semakin membuat keripik sukun memiliki cita rasa yang renyah. <br>2. Geprek atau cincang halus bawang putih. Masukkan air ke dalam wadah, tambahkan garam dan bawang putih yang sudah halus ke dalamnya. Rendam irisan sukun dalam air tersebut, untuk membangkitkan rasa alami sukun serta membuatnya semakin gurih. Rendam selama 10-15 menit. <br>3. Tiriskan. Kemudian goreng irisan sukun dengan minyak volume penuh. Goreng hingga irisan sukun kering dan berubah warna cokelat kekuningan. <br>4. Setelah keripik sukun sudah tiris dari minyak, letakkan keripik ke dalam wadah yang sudah dilapisi tisu atau kertas minyak. Kemudian taburkan bubuk perisa seperti cokelat, keju, atau matcha sesuai keinginan. <br>5. Keripik pun siap untuk disantap. <br><br>Keripik Sukun ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/hPYPw2q12NfLEfmh7' target='_blank'>Toko Arisqi Keripik</a> di Jl. Medan-Banda Aceh, Bireun Meunasah Capa, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,purple,"Jl. Medan-Banda Aceh, Bireun Meunasah Capa, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.","5,20166462","96,7016133",,,,
Keripik Pisang,media/bireuen/pisang.png,Source: Putriana Cahya (2020),https://www.idntimes.com/food/recipe/putriana-cahya/resep-dan-cara-membuat-keripik-pisang-manis?page=all,"Keripik Pisang merupakan sajian salah satu oleh-oleh khas Bireuen. Keripik pisang adalah panganan sejenis keripik tahan lama yang terbuat dari buah pisang gepok, pisang wak dan jenis lainnya yang kemudian digoreng dijadikan dua rasa, manis dan asin. Produksi keripik pisang khas Bireuen yang laris manis ini telah menjadi ikon bagi Bireuen sehingga dijuluki“Kota Keripik” di samping terkenal dengan julukan “Kota Juang”. Julukan yang terakhir ini muncul, karena Bireuen pada masa revolusi pernah menjadi pusat pemerintahan Republik Indonesia selama satu minggu ketika Presiden Soekarno yang sedang berada di Sumatra mengendalikan pemerintahan dari Bireuen. <br><br>Adapun bahan yang diperlukan adalah, 1 sisir pisang kepok muda yang kulitnya masih hijau, 1-2 liter minyak goreng yang disesuaikan dengan lebar penggorengan, 70 gram gula pasir, 1 sdt garam halus dan 200 cc air panas. <br><br>Adapun cara pengolahannya yaitu: <br>1. Larutkan gula pasir dalam air panas. Aduk hingga larut dan sisihkan. <br>2. Parut pisang menggunakan pemarut khusus keripik atau parutan serbaguna. Pastikan ketebalannya pas, tidak terlalu tipis atau tebal. <br>3. Panaskan minyak dalam penggorengan. Setelah panas, masukkan irisan pisang dan goreng hingga setengah matang. Sesekali aduk pisang agar matangnya rata. <br>4. Saat pisang sudah agak kering, tuang tiga sendok makan air gula ke dalam wajan dengan cara melingkar dan rata ke semua bagian. Hati-hati, karena di proses ini, minyak akan meletup-letup. <br>5. Tunggu hingga letupan minyak reda atau tak lagi bersuara, angkat saat pisang sudah benar-benar kering dan matang. <br><br>Keripik Pisang ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/hPYPw2q12NfLEfmh7' target='_blank'>Toko Arisqi Keripik</a> di Jl. Medan-Banda Aceh, Bireun Meunasah Capa, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.",16,Plain,purple,"Jl. Medan-Banda Aceh, Bireun Meunasah Capa, Kecamatan Kota Juang, Kabupaten Bireuen, Aceh, Indonesia.","5,20166462","96,7016133",,,,
Pidie,,,,Kabupaten Pidie merupakan kabupaten dengan jumlah penduduk terbesar kedua setelah Kabupaten Aceh Utara. Memiliki berbagai macam industri pangan memuat Kabupaten Pidie juga memiliki berbagai kuliner tradisional yang tak kalah nikmat. <br><br>Berikut ini ditampilkan kuliner tradisional khas Kabupaten Pidie.,10,Hidden,,Pidie,"5,15142367","95,93549",,,,
